Time,Text
1:45:54,implement it and after that what you do is
1:46:01,you return this Ctrl s
1:46:07,and now let's test the add to order scenario
1:46:12,so here I will just reset everything start all over again hey
1:46:17,new order two pizzas and one mangola 6.
1:46:23,see it works received Pizza mangula C and this in the back end so it came all
1:46:30,the way traveled all the way till here and it is returning the response but if
1:46:36,you don't give similar quantities so I will say add
1:46:42,to Mango let's see and shoulder but I'm not specifying how
1:46:48,many it will say sorry I didn't understand can you please specify food items and quantities clearly so
1:46:56,this will not work but if I do two level today that will work see this is this 2 2 so
1:47:04,it's 2 and 2 so it is passing the language so here it says two it is converting it into a number so far we
1:47:11,are returning just the fixed response now let's think how we can aggregate our
1:47:17,order by aggregate what I mean is a user might say initially I need two Pizza
1:47:27,and one Samosa let's say and in the second statement when chatbot
1:47:33,says do you need anything else they will say oh well add one mango lassi
1:47:41,they can give their a wish or the items one by one
1:47:47,so what we need to do is when they say this we will be making a call to our add
1:47:54,to order function correct so here in this function we need to create a dictionary somehow which
1:48:03,says Pizza is two and Samosa is let's say one
1:48:09,and when you give one more item to add it should update this dictionary
1:48:15,and it should add mangola Cinder you need to remember
1:48:21,it needs to remember the old item so your dictionary food item dictionary
1:48:28,will look like something like this and when they say no that's it place an order
1:48:34,at that time we'll take this and commit it into our database so let's not worry
1:48:40,about saving it into database let's think how we can
1:48:45,form this dictionary and all these orders might be coming in subsequent calls to this add to order function one
1:48:53,thing we already discussed is we have this in progress order uh dictionary
1:48:59,so we can use that dictionary here and we can append to that now going over
1:49:05,architecture what will happen is you might have multiple chat boards see you
1:49:12,might have multiple sessions when we deploy this into production there might be 100 users talking to these chat
1:49:17,boards and there are multiple instances but these will call our backend server
1:49:23,and our backend server also might have multiple instances running let's say we deploy our server uh in AWS
1:49:31,or Google Cloud and we decide to run two instance or
1:49:36,three instance of the server each of these servers might be handling multiple chat requests so you need to remember
1:49:43,session ID so per chat request let's say this chat will have one session ID this
1:49:48,will have a different session ID and based on that you need to create this kind of dictionary
1:49:55,so in this dictionary the key will be session ID and for that session total order that users have placed so
1:50:03,let's say uh session id1 is this particular conversation okay let's say this is session id1
1:50:10,here they first say pizza and Samosa then there's a pizza Samosa and mango let's see so in that Session One Pizza
1:50:17,Samosa and mangola soup okay
1:50:24,this kind of a thing needs to happen so initially uh when they say add to order
1:50:30,in our session ID we'll get this when they say add mango lassi at that time we
1:50:36,will add it so you need to update the dictionary associated with that same
1:50:41,session ID I hope this is making sense now if you think about it it's really a simple a computer science architectural
1:50:48,principle that we are following so the first question that we need to ask is
1:50:54,how do you get the SNL because that's the key if you look at dialog flow once
1:51:00,again and if you look at the payload that payload should have a session ID so
1:51:05,in this dialog flow request if you go to Output context
1:51:11,see there is a session added here so after sessions whatever this string is
1:51:17,it is session ID we already get output context correct if
1:51:22,you look at our code we already have let me remove or let me just comment
1:51:29,this part and output context so from this output
1:51:34,context which looks something like this I want to get a session ID how do you
1:51:40,get that well once again I asked chat GPT and if
1:51:45,you do if you know about regular expressions in Python you should be able to figure it out your logic should be
1:51:51,any string that appears between slash sessions and slash context that is your
1:51:57,session ID so I asked that question GPT
1:52:03,let's see where is that question yes I asked that question and it gave me this
1:52:08,code and this is the right code so I tested this in regex101.com by the way if you
1:52:14,don't know about regular Expressions I highly suggest that you develop that skill because as a python engineer or as
1:52:21,a data scientist you need to have good knowledge on regular expression
1:52:27,uh so I have a tutorial if you go to YouTube core Basics regex you will find
1:52:32,this it's a 20-25 minute video but I go over all the fundamentals of regular
1:52:37,expression so here using this website I tested it that when you have this kind
1:52:43,of uh pattern it will extract the number between sessions and contacts so see it
1:52:49,is extracting that number here if I change that number and if I say okay that number is let's say this number is
1:52:57,456. see it will retrieve four five six so let's use this
1:53:04,we are going to copy paste this code okay and I have already by the way created a function so I will just copy
1:53:13,paste the whole function here and that function is called extracting session ID from the
1:53:20,session stream so you give a session string and you let
1:53:25,me import the re module here then from that string you can get the
1:53:30,extracted string now I want to keep a separate file for these
1:53:37,functions because we might add more functions like this in the future so what I'd like to do is I like to have
1:53:43,this generic helper file so here you can say this is a generic helper dot pi and
1:53:50,I will move this function there so let me move this function here maybe
1:53:56,this one you can move it at the top and
1:54:03,import this particular file here so you say import generic helper
1:54:10,and when you want to extract that session string you will just say
1:54:16,generic helper Dot extract session ID
1:54:22,from the Assassin string now what is the session string well it is in the output context okay and in the output context
1:54:31,you need to uh take the first elements output context
1:54:38,by the way is the you see it's a list in that list take
1:54:44,the first one and just say name so I'll take the first one and I will
1:54:50,say name and that will give me the
1:54:55,session ID which I can pass it to all my functions
1:55:01,so this session ID I am going to pass it to
1:55:07,all my functions okay so now I have the session ID
1:55:14,if you want to test these functions individually what I do is if unders underscore name is equal to under
1:55:21,underscore mean you can write a unit test also but let's let's test this
1:55:27,function so in here let's give this particular string and let's see what happens
1:55:35,so here I am going to give the string
1:55:42,okay and I'm expecting it should return this string 7 F 23 and the long long
1:55:48,string whatever it is so print and you can just right click and run it
1:55:59,okay this code is not working as expected because it is
1:56:06,returning sessions and context both you don't want that
1:56:12,but actually let's see if that is the code that we had yes the extracted text
1:56:19,should be match dot group one so I don't know if we did that match dot group one
1:56:25,do we have that let's see actually should be group one not the
1:56:31,whole string because in the if you know the fundamentals of regular expression the first one will be the whole match
1:56:37,and group one will be whatever is in the bracket so that is what we want
1:56:43,see now you're getting this string 7f if you change the string here
1:56:49,okay so if I say one two three unless if that is my string
1:56:55,session string so it will return me one two three so now you have tested this function you can rely that this function
1:57:01,works okay and then you're using that function here 2x take the session ID okay so now I got
1:57:09,session ID what do I do next so let's go back to here and here
1:57:14,in the add to order function I am going to add the session ID string parameters
1:57:20,so this is the parameter I am adding and here
1:57:27,I need to do something with that not here actually here
1:57:33,because this is the error condition so we are handling that anyway all right now
1:57:39,let's look at our structure first you need to form this dictionary that is the first task then you need to
1:57:46,put it in the in progress order dictionary how do you form this dictionary because
1:57:51,what you have here is two separate lists so you have one list which contains the
1:57:59,food items the other list can stay contains the numbers you want to create this kind of dictionary once again I
1:58:06,asked my dear friend Chad GPT that I have this kind of tool list how
1:58:13,do I convert this dictionary and it gave me this particular python code so Folks
1:58:18,by watching this video today I am walking you through my process of
1:58:24,how I build end-to-end applications and you are realizing I use chat GPT as
1:58:30,a productivity tool of course I I try to understand that code so it's not I am blindly copying because chat GPD makes
1:58:37,mistakes but it saves me lot of time in finding the syntax you know structuring the code
1:58:44,and so on therefore I am a big fan of this tool I encourage all of you to use
1:58:50,it you'll realize it will save you a lot of time so here
1:58:56,if you're two lists like this and if you run this code it will create this
1:59:02,dictionary if you don't believe chat GPT well you can test it in Python and the way you do that is you go to python
1:59:09,console and in Python console you can type that
1:59:16,and see print food addict and see it does work actually so I will
1:59:24,just go ahead and use that code here so I will just say
1:59:31,if Lan not equal to this then
1:59:36,the food dictionary I'm using just that code okay so zip and then zip will create the
1:59:43,pairs and dict will create the dictionary out of it so this will be the new food dictionary why do I call it new
1:59:49,food dictionary because your existing uh dictionary might
1:59:55,already have these two so say a user said I need two P's and one Samosa initially so you already have
2:00:03,this dictionary okay so let's say you already have this particular dictionary
2:00:09,and in the new call that you received when user said oh well add one mango
2:00:15,let's see at that time you are going to get only this dictionary
2:00:21,so you got only this dictionary now you need to append this dictionary into this
2:00:27,one so that is our next step how do you take the session ID you have
2:00:34,a session ID here you have a session ID along with session ID you have this dictionary and this
2:00:40,dictionary is this new food dictionary that is a new incoming order
2:00:45,first check if this session ID exists in the
2:00:52,in progress order and if it exists then append but if it doesn't exist then you
2:00:57,have to enter a key enter as a new key okay these are just basic dictionary fundamentals that I'm talking about so
2:01:04,here you will say if session ID in in progress order
2:01:12,then do something otherwise let's say session ID is not in the in progress order let's say you don't have this
2:01:20,big deal then use what you do is you you take this session ID and just create the
2:01:26,key value pair so let's do that first I will handle that scenario first I will
2:01:31,say take the session ID and that is my new food deck
2:01:38,but if it already exists let's say if this is the scenario if it
2:01:43,already exists such as this as an id1
2:01:51,unless you have something if it already exists then now you need
2:01:56,to merge these two dictionaries okay so how do you merge this first let me get
2:02:02,the old one so this is the old one okay I will call
2:02:07,it current for dict that is your old one
2:02:12,in this you need to append the new one so how do you do that once again chat GPD chat GPT is telling that if you have
2:02:20,these two dictionaries if you want to update dictionary one you just say dict1 dot update dick2 and the
2:02:27,addict one will be having all of these so this is the way you kind of merge
2:02:34,two dictionaries so let's go back to python code and say
2:02:41,current food dot update update it with new food deck and then
2:02:48,you need to put it here back here
2:02:54,I need to verify it will if it will automatically update because it's the same object so it should but just to be
2:03:01,on a safe side I'll just put it here by the way you can verify in your code if it does then you don't need this
2:03:07,particular line anyways now I took care of that logic where if this
2:03:13,guy comes in then we are taking this here and we are updating
2:03:19,it here perfect now I have my this thing so actually my goal is
2:03:26,accomplished now I need to send this message back to my user saying that uh
2:03:31,this thing is already updated okay so how do you do that for this particular order
2:03:38,you want to return a message to a user saying that so far you have two pizza
2:03:44,and one mango let's see you have this dictionary how do you convert it into this message where you are saying two
2:03:50,Pisa one mangula C so you are essentially taking the value of the key in a dictionary first then the key then
2:03:57,end then this and then mango let's see if you're just one recipes only you'll say
2:04:03,you have two P's and that's it you will not have and Etc once again
2:04:09,I use my friend chat GPD I'm saying I have this kind of dictionary write a
2:04:15,Python program that outputs this see you want to convert this dictionary into
2:04:21,this kind of text and once again uh chat GPD gave me the answer I think this has
2:04:26,little mistake probably you need a list here for using list comprehension so I
2:04:31,did some minor tweak and I figured it out so let's add that particular
2:04:37,function in our generic helper so the generic helper we are going to add this
2:04:43,new function called get string from food dictionary and that food dictionary that
2:04:51,we're taking uh we're going to call that food addict which is a type hint of debt
2:04:57,and here we will use whatever chat cptq plus I made some trick here
2:05:04,so that is this and let's test this function
2:05:10,so here print let's say get Str from footbrict let's
2:05:18,say you have Samosa to foreign
2:05:32,it is putting the value here first then this then chole and then this okay
2:05:38,perfect so now let's use this function here
2:05:44,so we're going to use this function from generic helper and create that string
2:05:51,so here I think we will call that order string
2:05:57,order string is generic helper
2:06:03,and it is not a new food dictator just to be safe and secure I will just use whatever
2:06:10,the in progress ordered dictionary is giving me back when I do in progress
2:06:15,order session ID stationary is this it will return me this dictionary here
2:06:21,which I am passing it to that function and this function anyway is converting that dictionary to this string
2:06:28,and we we don't want to just set to so much of actually we want to say so far you have you know that kind of string
2:06:35,so here let me change this to so far you have
2:06:43,this order do you need anything else perfect I think it is looking good I mean if it
2:06:50,is not then it will give error and we'll figure it out so you do control as to save it
2:06:57,and let's see where we are yes it restarted it okay so now we'll go back
2:07:03,to mgrok first by the way because it might time out hey so yeah one thing
2:07:08,about ngrok you see restart and grocked if you have not created any account or anything this session will end after
2:07:16,some time so remember to restart it so I'll do Ctrl C to end that session
2:07:22,and then I will just restart it's the ngrok http
2:07:28,800. and it restarted this session and my new string is this
2:07:35,so just highlight and then write Mouse click so it will copy it and you will put it back into fulfillment
2:07:43,I mean when you are in production you don't have to do it but since this is in development we are still building we
2:07:49,have to do it if you don't want to go through all of this you have to go to and rock and I think register for an
2:07:55,account that is one way to solve it all right now I think we are good
2:08:01,okay okay let's try this I will say hey okay I will say New Order
2:08:08,what do you want to order two pizzas and one mango let's see
2:08:14,now see this is what happens so far you have two P seven mango let's see why
2:08:20,because it created this particular order let me print the whole dictionary here
2:08:27,so that you get an idea so I will print it here printed with star so that there is some
2:08:33,kind of visual indication uh review print so you get a feeling of
2:08:42,what's going on here so Ctrl s it is restarting and I will go back here reset
2:08:47,everything I'll start over say hi then New Order then I will say two Pisa one mango let's
2:08:55,see now look at this C star
2:09:02,so in progress and oh actually you know what I want to print the session ID as well
2:09:07,never mind we'll have to do it again so reset contacts do it all over again
2:09:13,hi New Order two pizza and one mango let's see
2:09:21,see this is the session ID this is the session ID that I was talking about session IDC session ID
2:09:28,then you have pizza and mangola C now when I say chole it should append to this particular dictionary so let's say
2:09:35,chole let's add some yummy chole only
2:09:44,and it will work why did it work well remember in the entities you said
2:09:56,and if you look at the dictionary now see I have chole but today here
2:10:02,and if some user from some other session makes other order it will it will maintain that okay so looks like our
2:10:11,ordering looks good now yes so I will just remove this print
2:10:18,rest because we just added it to confirm few things now we are going to look at a very interesting part which is saving
2:10:25,the order in a database once you have ordered all these you will say
2:10:30,nope that's it or complete my order because chatbot is saying so far you have two Pizza one mango let's see two
2:10:35,solo but today do you need anything else and then you will say no that's it that's it that's all I had
2:10:43,and at that time the intent that is going to be triggered
2:10:49,is this order complete context ongoing order
2:10:54,in our backend we have that particular intent mapped here to a
2:11:02,function called complete order and right now that function is empty so let's write some code for for that
2:11:09,in this function you are getting a session ID so using that session ID you need to
2:11:15,find a key in our in progress order dictionary because our in progress order dictionary looks something like this and
2:11:22,if it's session id1 then this is the order you are saving to database if it is session id2 this is the order you are
2:11:27,saying to your database so first check if session ID in in progress order
2:11:35,if it is not in uh then it means you have some problem
2:11:42,so in the Fulfillment text you will say you know what I'm having trouble finding
2:11:47,your order you need to probably place your order again because I we don't have that order due to some error or
2:11:54,something but let's say if you find that okay then
2:12:00,your order the actual food order will be this
2:12:05,and I'll just call it order so this order will get you let's say pizza mangolis Etc
2:12:11,now you have to insert this record in a database and just to make things easier uh we should
2:12:19,probably call a function called save to database let's let's create a new function called
2:12:24,save to database which looks something like this save to DB
2:12:32,order which is a dictionary all right now take a pause and let's
2:12:38,think what we need to do in this particular function let's look at our database
2:12:45,or in our database we have things like this we want to insert a next order in the orders table
2:12:53,so first thing we need is order ID so what will be the order very well what we can do is just say whatever is my Max
2:13:01,order ID add one to it that will be my next ID so max order ID is 41 so my next
2:13:07,order ID will be 41 plus 1 which is 42 and to get Max order ID you know the
2:13:13,function so select Max from orders select next
2:13:19,order ID from orders and it gives 41.
2:13:26,okay so let's let's write a function just to get the next available order ID
2:13:33,and for that also I use chat chat GPD for that and it gave me this function
2:13:39,so I copy pasted this function make sure you don't include cnx.close that's why I
2:13:45,see blindly copying from chat GPT is never going to be beneficial you have to look at the code you have to think you
2:13:52,need to have those fundamentals I know that you can't close a connection like this in the middle of the function so I
2:13:59,removed it and I created this new function let me add this new function here
2:14:07,I will call it what should we call it get next order ID Maybe
2:14:13,or get next available order order ID and that function I'm not going to write
2:14:18,the whole function because I pretty much copy paste and moved to the code from chat GPT but just to let you know
2:14:24,City selecting the Max and whatever Max you're getting it is saying that Max
2:14:30,plus one but let's say if you don't get any result let's say your order table is empty then return one okay so now we get
2:14:38,let's say the order ID what do you do next next
2:14:44,you need to insert a record here so let's say if I am ordering two Pizza
2:14:50,first thing you need to do is using Pizza string find out the item ID
2:14:56,so see Pizza string Item ID is three okay so from this derive the item ID
2:15:02,that is your first step
2:15:09,okay get Item ID which will be this once you have that
2:15:17,and now you have two pizza so see two pizzas is your input so what did you do
2:15:23,from Pizza you derive the item id which is three then in the step two I think step one is
2:15:30,really get the max ID so I'm that is Step Zero so I'm skipping that now get
2:15:37,the price get the price of two visa
2:15:44,because this is the I price for One Visa you have to get the price for two visa
2:15:50,which will be the get the price and multiply it by the quantity which is two and then you insert it here so your
2:15:56,order ID item id quantity and total price now luckily we have stored procedure in our MySQL table called get
2:16:04,price for item and if you uh look at any item see Pisa here
2:16:12,it will give you the that pizza price and then we have second
2:16:17,store procedure get total order price so that will be
2:16:23,or I think we should be looking at this insert order item so here
2:16:30,see when you say insert order item you can give food item which is pizza
2:16:36,then quantity and then order ID and the price etcetera it will retrieve on its
2:16:42,own so that this is good actually so using insert order item store
2:16:47,procedure we can insert those items here but this stored procedure is taking one
2:16:53,food item at a time we have multiple food items so we need to run some kind of for Loop here okay so go back
2:17:02,and in the save to database function we have
2:17:09,order so this order order can be
2:17:16,Pizza 2 so lay one it could be this kind of dictionary we need to insert these items
2:17:25,one by one and the way you do that is you write a for Loop you will say for food item
2:17:33,quantity in order dot items
2:17:40,when you do this on a dictionary you will get food item and the quantity and then you will insert so now
2:17:47,in our DB helper we need to pop we need to add one method called insert
2:17:53,order item let's say we have a method called insert order item where you can supply food item you can supply quantity
2:18:02,and you supply next order ID then this will work so how to get next
2:18:08,order ID by the way we have that function already so D we offer
2:18:15,dot get next order ID and that is your next order ID
2:18:22,so that part is taken care of but we need to write this function
2:18:27,insert order item so I'll go here I'll create a new function here
2:18:34,death insert order item and that method is
2:18:42,taking three parameters these three okay
2:18:49,once again I use chat dpd and say that I have this kind of store procedure just
2:18:55,write me a function and it it wrote me a nice beautiful function which I am going
2:19:00,to copy paste here see it is calling the insert order item
2:19:08,store procedure this is how you call it and if the order is not successfully reply
2:19:13,uh placed you roll back and you do it uh you know printing Etc
2:19:19,okay so this thing is done now let's come back to this function so here now
2:19:26,that you have insert order item I want to check the return code here because
2:19:33,it might return -1 which is not good anyway if it returns minus one then you
2:19:39,know if let's say you have any database error I will return minus one from here too and
2:19:47,we'll order we will handle this thing in save to
2:19:53,database function so we will do that but for now let's say everything worked okay
2:19:58,at that time uh at that time we are pretty much done
2:20:04,and we can return that that order ID that order ID back to this function so
2:20:10,here this will be order ID okay so let's say I saved my record in a
2:20:17,database I can say hey your order is placed uh here is your
2:20:24,order ID okay or here is your order total actually order total is also is
2:20:30,something you need to mention but let's first handle order ID Okay order ID by
2:20:35,the way can be minus 1 which indicates the database error in that case you can
2:20:41,say if order ID is equal to minus 1. then you can return some
2:20:49,message saying that sorry I could not reply I could not place your order try it again but if it plays the order then
2:20:58,you will say awesome I have placed your order this is the order ID okay and you are also going to say order
2:21:05,total so how do you get order total where for order total wouldn't it be
2:21:10,nice if you have a function in our DB helper which says okay get total order
2:21:17,price and you just give order ID luckily we have the stored procedure for
2:21:24,such a function so here if you say get
2:21:29,actually get price for the item and get total price yes
2:21:36,okay so for order ID 40 let's say total price is 12 and 8. 20 so if I say 40
2:21:43,here said is giving me 20. so we already have a stored procedure which we can call
2:21:48,okay so I will say get total order price so I talked to chat GPT and I said I
2:21:54,have a store procedure called get total order price where I give order ID can you write a python code for me
2:22:02,and it's not very surprising it showed a nice python code which looks something
2:22:10,like this let me just uh show that code it to you
2:22:16,so that code looks something like this you take order ID you select
2:22:22,uh this is where you're calling that user defined function by the way it's not a store procedure it's a user
2:22:27,defined function that I'm calling and very straightforward function it will return the total order price
2:22:34,and once again you can use that if under the underscore name is equal to main to
2:22:40,test that particular function okay I got the order total what do I do
2:22:47,next now okay I have ordered total all of my fulfillment text looks good I can return
2:22:54,that okay I can return it perfect but we need
2:22:59,to do one more thing when an order is placed
2:23:05,let's say this order is placed we need to remove this record from our in
2:23:10,progress order otherwise it will mess things up and to remove that we can use this
2:23:17,function called Del so if you do that it will remove
2:23:23,that that whole thing from our dictionary okay now let's go back to our
2:23:30,database and let's think one more time if we are completing everything so let's say incoming order came in you placed
2:23:37,let's say it was pizza you you inserted two two records order ID will be same 42
2:23:43,so 40 to 42 and the pizza and should I go to the record okay so that's it but
2:23:49,we have another table called order tracking so here also we need to insert a record remember when order is placed
2:23:55,the order should also go into order tracking and we can just say this is in
2:24:00,progress Etc so let's do that one last piece and that
2:24:06,will come in save to DB function by the way because save to DB is the function which
2:24:11,kind of saves everything to our database and here it will be my wish that my DB helper
2:24:20,has a routine call insert order tracking
2:24:26,where I insert my next order ID and let's say the status I want to insert is
2:24:32,in progress so I want to have this function which takes order ID in progress and all it
2:24:38,will do is it will insert less order ID and this is the status progress or status correct and I used
2:24:46,uh chat GPT once again to kind of write that function so I'm
2:24:51,just gonna copy paste folks I know it's lot of coding so I want to save your time you are given all this code so take
2:24:58,your time to digest this this is a long tutorial I understand folks but we are building end to end serious project here
2:25:04,so obviously you need to help patients Whoever has patience and completes this
2:25:10,till the end is the person who is going to get maximum benefit out of this
2:25:15,okay so now inserted so the order is inserted into order tracking
2:25:24,table as well looks like we have done most of the
2:25:29,things uh that could be an error I don't know so I will just restart my server
2:25:35,and I will now do the true end-to-end test so let's try everything once again I
2:25:43,will say hi Place me New Order what do you want to order two
2:25:49,pizzas and one mango let's see it it has that in our in progress order
2:25:55,dictionary you will say nope that's it and see it placed an order the order ID
2:26:04,is 42 the total is 21 let's verify it in our database so right now database has
2:26:10,only two orders see 40 and 41 1441 in both the tables now let's run it
2:26:18,again 42 see this is 42 folks this is what we
2:26:24,ordered just now and same thing here 42 in progress see
2:26:29,and the total is 16 and 5 21. so our chatbot is saying 21 which is correct
2:26:38,and you placed I think two Pizza one sholay whatever perfect
2:26:44,so now if this is like end to end tested you can also Place New Order and test
2:26:51,that scenario where you know you are adding more and more items so let's say add two mangola c and
2:27:00,or you can say add one word up
2:27:06,so two mango let's see two shoulders and you can say now complete the order
2:27:11,and you will say we have placed your order 43 see order number 43 should have
2:27:17,three items let's go back here 43 you see it has three items
2:27:26,amazing let me go over that session ID logic so that there is no confusion left
2:27:31,in production there will be multiple chat windows and the server the first
2:27:36,API backend that we are writing there could be multiple servers that we can deploy to our cloud provider it could be
2:27:43,AWS gcp Etc and one server will be receiving requests from multiple chat
2:27:49,Windows opening at the same time so let's say server one receives two chat windows at the same time the first
2:27:56,person says add five solar battery in the back end we will add session ID for
2:28:02,that session and we will say chole file order then they can say oh can you also add
2:28:09,one word upon and in that same session ID we will add a Vada
2:28:14,at the same time other person might start a chat say New Order now in this
2:28:20,in New Order we don't need to do anything but when they say I need two P's and one plate Samosa we will add
2:28:26,session ID 2 in our dictionary and we'll add two pizza and one samosa
2:28:32,so just pause this video and just visualize this picture you your understanding will be very very clear
2:28:37,chat window there is a session ID and the order for that session is stored as
2:28:43,a value for that key in the dictionary now this person will say complete my
2:28:49,order so we'll save the record in database and we will remove the session IDC session ID one is gone here see it
2:28:56,was there before but when this says complete at that time we remove the
2:29:02,session ID and this person can continue having a conversation and that was the reason in
2:29:09,our code you noticed we deleted that particular key so if you
2:29:16,see that delete code that we wrote uh where is it yes see this delete line
2:29:25,we wrote because once the order is saved to a database we want to remove it from
2:29:30,the dictionary now let's move on to our last piece which is the remove okay so we have handled most
2:29:38,of uh the intentions and now the only intention that is remaining is order dot
2:29:43,remove okay so let me comment this code and we are going to write this remove from order function
2:29:49,this function will be actually simple uh when you're having a conversation say add to whatever one mango let's say this
2:29:57,happens in real life person might say oh you know what please remove mango or say I don't want to order that they just
2:30:03,change their mind while they are on the call same thing in NLP chatbot they will remove some items at any point of time
2:30:10,so what we need to do is let's say for session id2 right now it is word upon mangulasi and if that person says remove
2:30:18,mango let's see what do we need to do step by step step one is locate
2:30:25,this session ID record okay so that's session ID let's say if it is session
2:30:31,id2 that record will be this once you locate it step number two
2:30:39,is get the key from the dictionary get the value from the dictionary actually value
2:30:45,from debt which is actually this so like locate the session record will be this
2:30:50,whole thing and then when you locate the value from the deck it will be this
2:30:55,dictionary and step number three will be remove the four items that you are
2:31:02,asking to remove now in the request you will receive an array of food items that
2:31:07,you want to remove you will receive so let's say whatever you might uh receive multiple items so
2:31:14,let's say in your order there is pizza as well okay I'm just adding one more
2:31:19,item to make it clear and if the person says remove Vada pav and pizza
2:31:25,now what we need to do is we need to either through this array and we need to also enter through the
2:31:33,keys in this particular dictionary and remove those key value pairs so that is
2:31:39,the simple logic that we are going to follow here so let's go back to the
2:31:45,python code and first thing obviously we are going to check if whether this
2:31:50,session ID exists or not okay so you will say if session ID not in in
2:31:58,progress order see if the if it is not there then there is some error condition and you
2:32:03,can tell to the user that looks some error happen buddy sorry you need to
2:32:09,place a new order but let's say if session ID is there then you need to stationary there is
2:32:17,meaning let's say this is a session ID so you need to locate this order so this order is what in progress order in
2:32:24,bracket session ID so let's do that so in progress order okay
2:32:29,and session ID this will give you this particular record so let's store this
2:32:34,record in a variable called current order so this current order once again is this
2:32:41,particular dictionary and you want to get from the request the items which are
2:32:47,being removed let's say Vodafone and pizza is being removed let me add pizza here just to make this picture complete
2:32:55,so that food items will be coming from
2:33:00,parameters okay and the parameters it will be food
2:33:05,item we will see in the dialog flow how this works but the parameter name is is essentially food items so now you are
2:33:13,going through all those four items so let's say I'm going through Vada power and Pisa so first I get what about and
2:33:20,that whatever you look into this particular dictionary which is your current order so you will say if item
2:33:28,first you want to check see let's say Vada power might not be there because of some error someone said let's say those
2:33:34,are here well you're trying to remove don'tsa from this order which doesn't have the answer that's an error
2:33:39,condition so you need to handle it uh the way we are going to handle it is we'll say if item not in current order
2:33:46,do something we'll worry about that later but let's say if it is in current items okay you
2:33:54,will delete from that current order you will delete it
2:34:00,you will delete what item that's it so you needed it from the item
2:34:05,and then you will say Okay item is removed blah blah blah but there could be scenarios where as we saw in if
2:34:13,condition item is not there so you want to kind of track which items are removed and which items do not exist
2:34:20,so for that I will create an array called remove items so whenever
2:34:25,item gets removed I want to track which items got removed okay so I will just
2:34:31,put that in one list and the items which are not removed which we did not find
2:34:38,will say no such items so no such items no such items dot append item when we
2:34:46,are done with this for Loop we know which items were removed from the order which items did not exist and the way we
2:34:52,can utilize this information is we can say if Lan of removed item is greater than zero
2:34:58,meaning we removed some items then we will say my fulfillment text is equal to
2:35:06,its form string we will say V remote XYZ items from your order that message will
2:35:13,send back to the user so that we can display it in our chat window if length
2:35:19,of No Such item let's say you did not find some items so here in our case if
2:35:24,we say remove Vada Point Pisa unless if we said not what about pizza but let's
2:35:29,say now it will be able to remove whatever so the message should say removed
2:35:41,from order and the other one is no
2:35:46,item or let's say not found in your order you want to just
2:35:54,be very very clear so here you are saying which items were removed here you are saying which items
2:36:02,so if length of No Such items is greater than zero then from current order your
2:36:08,current order let's say does not have these items this is the message that we want to pass
2:36:15,and if length of current order dot keys
2:36:23,is equal to 0 which means your order is essentially empty let's say a current order here
2:36:32,due to some reason I don't know what could be that reason unless it's blank it means you have an empty order
2:36:38,so you want to display that as well well after sorry after removing it after
2:36:45,removing the item let's say your order is blank okay so let's say you had only
2:36:51,this thing one thing whatever and you remove it upon so your order is blank
2:36:58,okay uh we will also have as condition your order does is not blank so you want to
2:37:04,display which items are remaining in the order so what items are remaining what
2:37:10,whatever is your current order this current order those are the items remaining right so how do you convert
2:37:16,this current uh order into a string format so we already wrote this function called get string from foot dick so
2:37:24,we'll use we will just use that function few minutes back so the same function we
2:37:30,are going to use here and say your uh okay
2:37:37,and this is generic helper so from generic helper call this function get
2:37:43,the information on which items are removed and what what is left now so this this
2:37:50,is the current order and we'll say here is what is left in your order so these
2:37:56,are the only things which are left in your order and after that we can return the
2:38:03,response okay I'm doing some copy paste to save again time on my recording hope you
2:38:08,understand all right my function I think looks pretty good we
2:38:14,kept track of removed items no such items and Json response is being
2:38:21,returned so let's test this thing end to end so the server is already restarted
2:38:26,I'm going to go to my dialog flow so let's locate the direct flow here
2:38:33,you'll reset all the contacts you will say hi we are forming a new order here
2:38:39,so you will say New Order I need
2:38:44,you can say two mangle of Finch Oliver today so see
2:38:49,two mango let's see and cholesterol uh wait it did not queue the
2:38:58,ah see it did not give the response saying that if so far you have this and
2:39:03,whenever that happens I go to diagnostic info see fulfillment status is again that same and grock error because if you
2:39:10,look at your ngrok the session has expired so you need to restart it it will
2:39:16,generate a new string I know it's a pain to kind of copy paste the new string anytime if you don't want to go through
2:39:22,the pane just create a new account on Android so right click I will go to
2:39:27,fulfillment and save it it should work now
2:39:35,all right I will say hi okay new order
2:39:40,[Music] two mango let's see and two Chola
2:39:45,battery now see I got this response which means my back end is okay you can also remove items now so let's
2:39:52,say I have two mango let's see two children
2:39:58,please I don't want to eat too much oily okay so it says removed
2:40:04,it says remote today but it doesn't say what items are left okay it here is what
2:40:13,is left it did not say that so why it did not say that it should say here is
2:40:18,what is left let me see okay maybe we can taste this whole thing again so let
2:40:25,me put some stress here so we came all the way here and we have this removed
2:40:30,items from the current order after that agnostic info oh yeah because I did not enable the
2:40:39,Fulfillment yes that's the reason so order dot remove you need to enable the
2:40:46,Fulfillment here so go here see the web Hook was not enabled and it was just giving me this
2:40:53,default response let me remove this response so that it's not confusing and let's try this again
2:41:01,New Order
